Anthra_D,Anthra_Im,Bit_C,Bit_S,Gasoline,Korosene,Diesel,B-A,B-B,B-C,JA-1,JP-4,AVI-G,Propane,Butane,Naphta,Solvent,Asphalt,Lubricant,ParaWax,PetroCoke,OtherProd,LNG,TownGas,Hydro,Nuclear,Elect,Heat,Renewable
0.989 ,0.977 ,0.964 ,0.960 ,0.925 ,0.932 ,0.934 ,0.941 ,0.943 ,0.944 ,0.937 ,0.937 ,0.937 ,0.917 ,0.920 ,0.925 ,0.000 ,0.000 ,0.935 ,0.000 ,0.969 ,0.93953 ,0.904 ,0.905 ,1.000 ,1.000 ,1.000 ,1.000 ,1.000 
